 1978	7	1	-1	0	 50	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	 0.00104493	 0.00208986	 0.00679206	 0.00992686	 0.0172414	 0.0282132	  0.030303	 0.0370951	0.0423197	0.0475444	 0.045977	0.0470219	0.0433647	0.0423197	0.0360502	0.0376176	 0.030303	 0.022466	 0.0198537	  0.014629	0.00992686	0.00626959	  0.0015674	 0.00417973	 0.00261233	 0.00208986	          0	          0	          0	          0	          0	          0	          0	          0	          0	#_1         
 1979	7	1	-1	0	 50	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	 0.00039883	 0.00079766	 0.00159532	 0.00172826	 0.00252592	0.00598245	0.00731188	 0.0114331	 0.0156873	0.0231321	0.0358947	 0.046929	0.0533103	0.0583621	0.0611539	0.0507844	0.0378889	0.0204733	0.0126296	0.00691306	0.00624834	0.00332358	0.00239298	0.000930604	0.000531773	 0.00039883	0.000531773	          0	          0	0.000132943	          0	          0	          0	          0	          0	          0	#_2         
 1980	7	1	-1	0	 50	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	0.000211238	0.000316857	0.000211238	 0.00137305	 0.00253485	 0.00316857	0.00369666	0.00644276	0.00749894	0.00918885	0.0174271	0.0216519	 0.036861	0.0478454	0.0726658	0.0888255	0.0925222	0.0890368	0.0814322	0.0653781	 0.0477398	 0.0365441	 0.0247148	 0.0204901	  0.0135192	 0.00866075	 0.00760456	 0.00538656	 0.00211238	 0.00242924	 0.00147866	0.000422476	0.000105619	0.000105619	          0	          0	          0	#_3         
 1981	7	1	-1	0	 50	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	 0.00046729	 0.00046729	          0	          0	0.000934579	0.00280374	0.00560748	 0.0107477	0.00934579	0.0182243	0.0327103	0.0392523	0.0621495	0.0794393	0.0957944	0.0934579	0.0803738	0.0584112	0.0392523	 0.0257009	  0.017757	 0.0126168	0.00981308	 0.00560748	 0.00373832	0.000934579	          0	 0.00046729	0.000934579	          0	          0	          0	          0	          0	          0	          0	#_4         
 1982	7	1	-1	0	 50	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	0.000140865	          0	0.000845189	 0.00253557	  0.0056346	  0.0101423	  0.0147908	 0.0188759	 0.0240879	 0.0298634	 0.0325398	 0.034371	0.0366249	0.0453585	0.0422595	0.0553599	0.0676152	 0.071982	0.0714185	 0.059445	0.0445133	 0.0269052	 0.0178898	0.00887449	0.00338076	 0.00295816	0.000986054	 0.00056346	 0.00028173	          0	          0	          0	0.000140865	          0	          0	          0	          0	          0	#_5         
 1983	7	1	-1	0	 50	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	0.000404613	 0.00121384	 0.00283229	 0.00283229	 0.00728303	 0.00687841	 0.0115315	 0.0137568	 0.0155776	 0.0202306	0.0173983	 0.022456	0.0267044	0.0267044	0.0333805	0.0404613	0.0451143	0.0568481	0.0469351	0.0390451	 0.0267044	  0.015173	0.00910378	0.00546227	 0.00343921	 0.00384382	 0.00222537	 0.00161845	0.000809225	0.000606919	          0	0.000202306	0.000404613	0.000202306	          0	          0	          0	#_6         
 1984	7	1	-1	0	 50	          0	          0	          0	          0	          0	          0	          0	0.000126703	          0	          0	0.000190054	          0	          0	0.000316756	          0	0.000253405	0.000570162	 0.00101362	  0.0024707	 0.00342097	0.00677859	0.00842572	 0.0134938	 0.0165347	0.0221096	0.0302819	0.0356668	0.0406082	0.0423187	0.0497308	0.0508711	0.0539119	0.0509344	0.0396579	 0.0297751	 0.0206525	 0.0133671	0.00722205	 0.00557491	 0.00373773	 0.00335762	 0.00215394	  0.0022173	 0.00177384	0.000886918	0.000696864	 0.00050681	0.000190054	0.000126703	   6.34e-05	0.000126703	#_7         
 1985	7	1	-1	0	 50	          0	          0	          0	          0	          0	          0	          0	          0	          0	    4.9e-05	          0	0.000490412	   9.81e-05	0.000196165	 0.00039233	 0.00205973	 0.00152028	 0.00269727	 0.00318768	  0.0053455	0.00760139	0.00966112	 0.0141239	 0.0155951	 0.018979	0.0248149	0.0292286	0.0306508	0.0316806	0.0343289	0.0351135	0.0349174	0.0335933	0.0294247	 0.0256976	 0.0184395	 0.0119661	0.00971017	 0.00563974	 0.00279535	 0.00152028	0.000588495	0.000294247	0.000196165	0.000147124	   9.81e-05	          0	          0	    4.9e-05	          0	          0	#_8         
 1986	7	1	-1	0	 50	          0	          0	          0	          0	          0	   7.44e-05	0.000185919	0.000446204	0.000911001	  0.0015989	 0.00208229	 0.00282596	  0.0031978	 0.00403443	 0.00446205	 0.00606094	 0.00697194	 0.00769703	  0.0079945	 0.00836633	0.00911001	0.00996523	 0.0120475	 0.0134419	0.0160076	 0.017904	0.0221801	0.0254894	0.0281481	0.0324614	  0.03512	0.0323312	0.0351014	0.0341532	 0.0296168	 0.0239091	 0.0147805	0.00765984	  0.0043319	 0.00284455	 0.00132002	0.000892409	0.000576347	0.000353245	0.000241694	0.000111551	   5.58e-05	   1.86e-05	          0	          0	          0	#_9         
 1987	7	1	-1	0	 50	          0	 0.00014298	   9.53e-05	 0.00011915	0.000333619	 0.00019064	 0.00019064	0.000810218	0.000452769	0.000667239	 0.00116767	 0.00176342	 0.00276427	 0.00312172	 0.00431322	 0.00502812	 0.00583834	 0.00736345	   0.009389	 0.00981794	 0.0110094	 0.0118673	 0.0117243	  0.012606	0.0156563	0.0151558	0.0188495	0.0232104	0.0290964	0.0346249	0.0451816	0.0488276	0.0514489	0.0542131	 0.0522352	 0.0460156	 0.0384139	  0.025927	  0.0195882	  0.0123201	 0.00786388	 0.00538557	 0.00312172	 0.00216852	0.000953198	0.000500429	0.000452769	 0.00011915	   9.53e-05	   2.38e-05	   2.38e-05	#_10        
 1988	7	1	-1	0	 50	0.000163324	 0.00047364	0.000653296	 0.00137192	 0.00132292	 0.00132292	 0.00173123	 0.00205788	  0.0017149	 0.00213954	 0.00215588	 0.00284184	 0.00303783	  0.0028255	 0.00285817	 0.00258052	 0.00233553	 0.00284184	 0.00295616	 0.00396877	0.00476906	0.00653296	0.00885216	 0.0110244	0.0143562	0.0146175	 0.017198	0.0201378	0.0247926	0.0287287	0.0321095	0.0343307	0.0361763	 0.034102	 0.0310316	 0.0256909	 0.0199745	 0.0129516	 0.00994643	 0.00587966	 0.00364212	  0.0017639	 0.00124126	0.000604299	0.000506304	0.000261318	   8.17e-05	   3.27e-05	   1.63e-05	   1.63e-05	   1.63e-05	#_11        
 1989	7	1	-1	0	 50	          0	          0	          0	          0	          0	          0	          0	          0	          0	0.000497636	0.000746454	          0	0.000497636	0.000995272	0.000497636	 0.00124409	 0.00174173	 0.00348345	 0.00497636	   0.005474	0.00696691	 0.0114456	0.00970391	 0.0154267	0.0186614	0.0199054	0.0256283	0.0268724	0.0286141	0.0296094	0.0333416	 0.032844	0.0315999	0.0313511	 0.0325952	 0.0313511	 0.0303558	 0.0281164	  0.0263747	   0.024633	  0.0181637	  0.0121921	 0.00671809	 0.00671809	   0.002737	 0.00149291	 0.00199054	          0	0.000746454	0.000248818	          0	#_12        
 1995	7	1	-1	0	 50	          0	          0	          0	          0	          0	          0	          0	          0	0.000255885	0.000255885	0.000511771	0.000511771	 0.00102354	 0.00204708	 0.00204708	 0.00230297	 0.00537359	 0.00639713	 0.00818833	  0.0110031	 0.0140737	 0.0174002	 0.0145855	 0.0230297	0.0207267	0.0186796	0.0174002	0.0225179	0.0184237	0.0291709	0.0281474	0.0240532	0.0284033	0.0273797	 0.0281474	 0.0309621	 0.0296827	 0.0301945	  0.0235415	  0.0225179	  0.0138178	  0.0174002	  0.0087001	 0.00588536	 0.00332651	 0.00281474	0.000767656	 0.00153531	0.000255885	0.000255885	0.000511771	#_13        
 2000	7	1	-1	0	 50	          0	          0	          0	          0	          0	          0	          0	0.000254712	          0	          0	0.000254712	          0	0.000509424	0.000764137	 0.00101885	 0.00254712	 0.00483953	 0.00611309	   0.011462	  0.0117168	 0.0142639	 0.0163016	 0.0224147	 0.0193581	0.0244524	0.0206317	0.0298013	0.0292919	0.0331126	0.0275089	0.0326032	0.0348956	0.0369333	0.0308202	 0.0277636	 0.0290372	 0.0257259	 0.0219052	  0.0157922	  0.0198675	  0.0109526	 0.00967906	 0.00585838	 0.00356597	  0.0020377	 0.00101885	 0.00127356	0.000509424	          0	0.000254712	0.000254712	#_14        
 2001	7	1	-1	0	 50	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	 0.00047824	 0.00047824	 0.00095648	 0.00143472	 0.00430416	 0.00334768	 0.00526064	 0.00669536	   0.013869	  0.011956	 0.0224773	 0.0148254	 0.0291726	0.0301291	0.0291726	0.0344333	0.0344333	0.0310856	0.0382592	0.0301291	0.0329986	0.0286944	0.0310856	  0.025825	 0.0224773	 0.0181731	 0.0162602	  0.0105213	 0.00573888	 0.00430416	  0.0047824	 0.00143472	 0.00143472	 0.00143472	 0.00047824	 0.00095648	          0	          0	          0	          0	#_15        
 2002	7	1	-1	0	 50	          0	          0	          0	          0	          0	          0	0.000471032	0.000471032	          0	          0	0.000471032	          0	          0	0.000471032	0.000471032	0.000471032	 0.00376825	 0.00141309	 0.00565238	  0.0075365	0.00989166	 0.0197833	 0.0141309	 0.0277909	0.0277909	0.0353274	0.0315591	0.0381536	0.0310881	0.0315591	0.0357984	0.0310881	0.0306171	0.0202544	 0.0221385	 0.0235516	  0.015544	 0.0136599	 0.00800754	  0.0131889	 0.00612341	 0.00423928	 0.00235516	 0.00141309	0.000942063	0.000942063	0.000942063	          0	          0	          0	0.000471032	#_16        
 2003	7	1	-1	0	 50	0.000322789	          0	          0	          0	0.000968367	0.000322789	0.000968367	 0.00161394	 0.00484183	 0.00451904	 0.00387347	0.000645578	 0.00161394	          0	 0.00129116	          0	0.000322789	0.000968367	 0.00193673	 0.00258231	0.00645578	0.00710136	 0.0132343	 0.0158167	0.0216269	0.0251775	0.0267915	0.0267915	0.0329245	0.0296966	0.0338928	0.0284054	0.0274371	0.0300194	 0.0267915	   0.03357	 0.0242092	 0.0209813	  0.0203357	  0.0206585	  0.0125888	  0.0135571	  0.0100065	 0.00677857	 0.00322789	 0.00387347	 0.00193673	 0.00225952	0.000645578	0.000645578	0.000645578	#_17        
 2004	7	1	-1	0	 50	          0	          0	          0	 0.00137174	0.000457247	          0	 0.00137174	 0.00228624	 0.00320073	 0.00274348	 0.00182899	 0.00228624	 0.00137174	0.000914495	 0.00137174	0.000914495	0.000457247	0.000914495	0.000457247	 0.00228624	0.00411523	0.00548697	0.00777321	0.00823045	0.0146319	0.0219479	0.0210334	0.0237769	0.0306356	0.0356653	0.0292638	0.0397805	0.0288066	0.0301783	 0.0297211	 0.0292638	 0.0288066	 0.0214906	  0.0315501	  0.0269776	  0.0242341	  0.0160037	 0.00960219	  0.0118884	 0.00640146	 0.00365798	 0.00365798	 0.00182899	 0.00182899	0.000914495	0.000914495	#_18        
 2005	7	1	-1	0	 50	          0	          0	          0	          0	          0	          0	0.000458295	 0.00091659	 0.00091659	 0.00091659	 0.00183318	 0.00320807	 0.00366636	 0.00366636	 0.00549954	 0.00412466	 0.00549954	 0.00412466	 0.00779102	 0.00641613	0.00595784	0.00824931	 0.0119157	 0.0105408	0.0119157	0.0142071	0.0242896	 0.020165	0.0288726	0.0242896	0.0297892	0.0343721	 0.035747	0.0329973	 0.0352887	 0.0339138	 0.0320807	 0.0288726	  0.0229148	  0.0210816	  0.0146654	  0.0142071	  0.0119157	 0.00733272	 0.00458295	 0.00504125	 0.00458295	 0.00274977	 0.00137489	0.000458295	 0.00183318	#_19        
 2006	7	1	-1	0	 50	          0	          0	          0	0.000448632	          0	0.000224316	          0	 0.00112158	0.000897263	 0.00112158	 0.00157021	 0.00112158	 0.00112158	0.000897263	0.000672948	  0.0013459	 0.00201884	 0.00246747	 0.00336474	 0.00695379	0.00628084	0.00628084	0.00807537	0.00807537	0.0130103	0.0103185	0.0159264	0.0154778	0.0293854	0.0228802	 0.034096	0.0354419	0.0397039	0.0435173	 0.0450875	 0.0352176	 0.0370121	 0.0372364	  0.0307313	  0.0269179	  0.0251234	  0.0148048	  0.0150292	  0.0100942	 0.00942127	 0.00291611	 0.00381337	 0.00201884	 0.00224316	0.000672948	 0.00269179	#_20        
 2007	7	1	-1	0	 50	          0	          0	          0	          0	          0	0.000562852	0.000375235	0.000750469	 0.00262664	 0.00150094	 0.00356473	 0.00337711	 0.00393996	 0.00262664	 0.00356473	 0.00168856	 0.00187617	 0.00150094	 0.00281426	 0.00469043	0.00487805	 0.0065666	0.00675422	0.00844278	0.0105066	0.0116323	0.0136961	0.0178236	0.0212008	0.0257036	0.0285178	0.0324578	0.0403377	0.0333959	 0.0403377	 0.0377111	  0.030394	 0.0322702	  0.0238274	  0.0242026	   0.017636	  0.0159475	  0.0106942	 0.00637899	 0.00675422	 0.00375235	 0.00262664	 0.00131332	0.000938086	0.000938086	0.000750469	#_21        
 2008	7	1	-1	0	 50	          0	          0	          0	          0	          0	0.000133869	0.000669344	 0.00107095	 0.00307898	 0.00307898	  0.0038822	 0.00441767	 0.00682731	 0.00468541	 0.00468541	 0.00495315	 0.00495315	 0.00575636	 0.00950469	 0.00829987	0.00990629	 0.0117805	 0.0119143	 0.0109772	0.0167336	0.0191432	 0.019411	0.0180723	0.0184739	0.0228916	0.0266399	0.0323963	0.0325301	0.0341365	 0.0313253	  0.029585	 0.0291834	 0.0243641	  0.0207497	  0.0155288	  0.0151272	 0.00990629	 0.00776439	  0.0042838	 0.00348059	 0.00240964	 0.00200803	 0.00160643	 0.00147256	0.000937082	 0.00120482	#_22        
 2009	7	1	-1	0	 50	          0	0.000114116	          0	          0	          0	0.000114116	0.000114116	0.000342349	0.000798813	 0.00125528	 0.00136939	 0.00148351	 0.00148351	 0.00136939	 0.00171174	 0.00205409	 0.00410818	  0.0084446	 0.00912929	  0.0128951	 0.0134657	 0.0159763	 0.0174598	 0.0192856	0.0219103	0.0208833	0.0235079	0.0224809	0.0246491	0.0263608	 0.026475	0.0321808	0.0332078	0.0337784	 0.0319525	 0.0328655	 0.0316102	  0.027502	  0.0211115	  0.0174598	  0.0162045	  0.0139222	 0.00890106	 0.00467876	 0.00433641	 0.00330937	 0.00273879	 0.00216821	 0.00125528	0.000798813	 0.00159763	#_23        
 2010	7	1	-1	0	 50	          0	          0	          0	          0	          0	0.000113973	0.000455892	0.000227946	0.000683839	0.000455892	  0.0017096	 0.00193754	 0.00250741	  0.0029633	 0.00353317	 0.00353317	 0.00376111	  0.0059266	 0.00706633	  0.0121951	 0.0144746	 0.0161842	 0.0175519	 0.0201732	0.0246182	0.0232505	0.0258719	0.0234785	0.0260998	0.0258719	 0.029861	0.0306588	0.0351037	0.0345339	 0.0362434	 0.0349897	 0.0359015	 0.0323684	  0.0276955	  0.0184636	  0.0147025	  0.0117392	 0.00683839	 0.00490084	 0.00319125	 0.00273535	 0.00182357	 0.00182357	0.000797812	0.000455892	 0.00102576	#_24        
 2011	7	1	-1	0	 50	          0	          0	          0	          0	6.98324e-05	          0	0.000139665	0.000209497	0.000418994	0.000837989	0.000977654	 0.00118715	 0.00209497	  0.0025838	  0.0025838	 0.00230447	 0.00272346	 0.00523743	 0.00768156	  0.0115922	 0.0157123	 0.0180168	 0.0238128	  0.022905	0.0263268	 0.027514	0.0250698	 0.028352	0.0247207	0.0248603	0.0267458	0.0303771	0.0284916	0.0280028	 0.0268855	 0.0272346	 0.0240223	 0.0193436	  0.0159218	  0.0131285	  0.0107542	 0.00747207	 0.00579609	 0.00328212	 0.00174581	 0.00202514	0.000628492	 0.00125698	0.000349162	0.000628492	0.000837989	#_25        
 2012	7	1	-1	0	 50	          0	          0	          0	7.35078e-05	          0	          0	          0	0.000147016	0.000514555	0.000514555	 0.00139665	0.000882094	 0.00132314	 0.00198471	 0.00124963	 0.00301382	 0.00235225	 0.00352837	 0.00617465	 0.00727727	 0.0109527	 0.0168333	 0.0198471	 0.0223464	0.0301382	0.0352837	0.0344752	0.0349897	0.0333725	0.0252132	0.0249191	0.0218318	0.0214643	0.0200676	 0.0199206	 0.0187445	 0.0180829	  0.014187	  0.0118348	 0.00999706	 0.00786533	 0.00588062	 0.00271979	 0.00132314	 0.00154366	 0.00124963	0.000588062	0.000514555	0.000588062	0.000588062	0.000441047	#_26        
 2013	7	1	-1	0	 50	          0	          0	          0	          0	          0	          0	          0	0.000120156	          0	0.000180234	0.000120156	0.000420547	0.000480625	0.000660859	0.000781015	  0.0013818	 0.00204266	 0.00324422	 0.00402523	 0.00660859	 0.0103334	 0.0123761	 0.0173626	  0.020006	0.0252328	0.0284169	0.0305197	0.0331631	 0.029198	0.0317813	0.0289576	0.0276359	0.0250526	0.0225894	 0.0252328	 0.0251727	 0.0249925	 0.0200661	  0.0179033	  0.0141784	  0.0103334	  0.0082307	 0.00450586	  0.0043857	 0.00282367	 0.00186242	 0.00120156	0.000600781	 0.00096125	0.000540703	0.000540703	#_27        
 2014	7	1	-1	0	 50	          0	          0	          0	          0	6.96233e-05	 0.00020887	6.96233e-05	 0.00020887	0.000348117	 0.00111397	 0.00104435	 0.00139247	 0.00132284	 0.00146209	 0.00243682	 0.00215832	 0.00236719	 0.00181021	 0.00264569	 0.00320267	0.00424702	0.00758894	 0.0113486	 0.0126018	 0.019773	0.0267354	0.0345332	0.0429576	0.0489452	0.0469261	0.0408689	 0.036413	0.0295203	0.0249252	 0.0201211	 0.0213744	 0.0190768	 0.0145513	  0.0114879	  0.0100258	 0.00856367	 0.00570911	 0.00382928	 0.00250644	 0.00132284	 0.00083548	0.000765857	0.000556987	0.000278493	 0.00020887	 0.00020887	#_28        
 2015	7	1	-1	0	 50	8.41043e-05	          0	          0	0.000168209	          0	          0	8.41043e-05	0.000420521	0.000756939	0.000925147	 0.00142977	 0.00302775	 0.00302775	 0.00344828	 0.00445753	 0.00428932	  0.0038688	 0.00353238	 0.00328007	 0.00344828	0.00378469	0.00538267	0.00849453	 0.0111859	0.0137931	0.0168209	0.0243902	0.0347351	 0.037931	0.0463415	0.0456686	0.0447435	0.0387721	0.0277544	 0.0241379	 0.0178301	 0.0150547	 0.0125315	  0.0118587	 0.00740118	 0.00613961	 0.00319596	 0.00210261	 0.00117746	0.000756939	0.000672834	0.000336417	0.000420521	0.000336417	8.41043e-05	8.41043e-05	#_29        
 2016	7	1	-1	0	 50	0.000245158	0.000653755	0.000490316	8.17194e-05	0.000326878	0.000572036	0.000817194	0.000653755	 0.00114407	 0.00163439	 0.00310534	 0.00523004	 0.00523004	 0.00621067	 0.00678271	 0.00727302	 0.00768162	 0.00768162	  0.0080085	 0.00743646	0.00637411	0.00710959	0.00702787	 0.0110321	0.0137289	 0.016589	0.0177331	 0.022146	0.0266405	0.0338318	0.0384081	 0.040778	0.0379178	0.0308082	 0.0251696	 0.0174879	 0.0152815	0.00996976	 0.00670099	 0.00539348	 0.00392253	 0.00138923	  0.0021247	0.000817194	0.000326878	8.17194e-05	          0	8.17194e-05	          0	          0	          0	#_30        
 2017	7	1	-1	0	 50	          0	6.92329e-05	          0	6.92329e-05	6.92329e-05	          0	0.000276932	0.000207699	0.000207699	 0.00048463	 0.00117696	0.000346164	0.000623096	0.000553863	0.000276932	0.000969261	0.000692329	 0.00103849	 0.00207699	 0.00325395	0.00332318	0.00498477	  0.005054	0.00893104	0.0123927	0.0159928	 0.019039	0.0209083	0.0234007	0.0267239	0.0326779	0.0375935	0.0366934	0.0326779	 0.0312933	 0.0238854	  0.018416	 0.0139158	  0.0121158	 0.00934644	 0.00844641	 0.00602326	 0.00276932	 0.00228469	 0.00124619	0.000761562	0.000623096	0.000138466	6.92329e-05	0.000138466	0.000138466	#_31        
 2018	7	1	-1	0	 50	4.01703e-05	4.01703e-05	4.01703e-05	          0	0.000120511	4.01703e-05	8.03406e-05	0.000241022	0.000321363	0.000682895	 0.00100426	 0.00132562	 0.00136579	 0.00160681	 0.00188801	 0.00132562	 0.00160681	 0.00164698	 0.00261107	 0.00321363	0.00417771	0.00449908	0.00570419	0.00727083	0.0105246	0.0139793	 0.015104	 0.016028	0.0184783	0.0220535	0.0263517	0.0308508	0.0380815	0.0382421	 0.0337029	 0.0289628	 0.0245842	 0.0190407	    0.01414	 0.00996224	   0.007311	 0.00385635	 0.00265124	 0.00144613	0.000682895	0.000763236	0.000241022	0.000321363	0.000120511	0.000120511	4.01703e-05	#_32        
 2019	7	1	-1	0	 50	4.74203e-05	4.74203e-05	9.48407e-05	4.74203e-05	0.000284522	0.000331942	0.000521624	0.000948407	 0.00109067	 0.00175455	  0.0023236	 0.00213392	 0.00355653	  0.0030349	 0.00294006	 0.00341426	 0.00312974	 0.00322458	 0.00265554	 0.00369879	0.00478945	 0.0055956	0.00682853	0.00943665	0.0117602	0.0140838	0.0182568	0.0177352	0.0169765	0.0194898	0.0204856	0.0224298	 0.027077	0.0301593	 0.0316294	 0.0263183	 0.0253699	 0.0194898	  0.0161229	  0.0118077	 0.00735015	 0.00483687	 0.00379363	 0.00208649	0.000853566	0.000853566	0.000331942	0.000189681	0.000189681	4.74203e-05	0.000142261	#_33        
